Date,const,lag5,lag21,lag63,coef_sum,train_start,train_end,n_rows,n_obs_stacked
2021-01-27,0.00015829440045561004,0.0862963153300662,0.045833861732902145,0.1731051077510155,0.3052352848139839,2019-12-27,2020-12-24,252,16128
2021-01-28,0.00015847849111082736,0.0858286921618924,0.04735797587527084,0.17302910874376937,0.3062157767809326,2019-12-30,2020-12-28,252,16128
2021-01-29,0.00015857292027187533,0.08605600541223268,0.048419752799471166,0.17285087969165752,0.30732663790336134,2019-12-31,2020-12-29,252,16128
2021-02-01,0.00015866890762165082,0.08636195263723481,0.04915542440023983,0.17293328628562749,0.3084506633231021,2020-01-02,2020-12-30,252,16128
2021-02-02,0.0001587379756187053,0.08686602884701358,0.04911681012865366,0.1736191124677186,0.30960195144338587,2020-01-03,2020-12-31,252,16128
2021-02-03,0.00015880648121154018,0.08737441298977477,0.04903957352473715,0.17440292135280544,0.31081690786731736,2020-01-06,2021-01-04,252,16128
2021-02-04,0.0001588866134650317,0.0880734406979842,0.04888875541551327,0.1750246182641174,0.3119868143776149,2020-01-07,2021-01-05,252,16128
2021-02-05,0.00015895844449884307,0.08816405540016274,0.04940518634700398,0.17561757510615678,0.3131868168533235,2020-01-08,2021-01-06,252,16128
2021-02-08,0.0001590247900079634,0.08843867662573432,0.049756548251629375,0.1761637052161188,0.3143589300934825,2020-01-09,2021-01-07,252,16128
2021-02-09,0.00015907156078913946,0.08890055432455102,0.050293906690688506,0.1770353260142859,0.3162297870295254,2020-01-10,2021-01-08,252,16128
2021-02-10,0.00015911725867862362,0.08943718709946125,0.05069397193046292,0.17795626985784385,0.31808742888776803,2020-01-13,2021-01-11,252,16128
2021-02-11,0.00015904376825343053,0.0900448988290485,0.05116783449432847,0.17854852909091679,0.31976126241429376,2020-01-14,2021-01-12,252,16128
2021-02-12,0.00015897311057956793,0.09060382070959958,0.051780597145834405,0.1790865770303852,0.3214709948858192,2020-01-15,2021-01-13,252,16128
2021-02-16,0.00015889088552877825,0.09108713561425948,0.052445963895966535,0.17957748105889823,0.32311058056912423,2020-01-16,2021-01-14,252,16128
2021-02-17,0.00015879492524800758,0.09150573761703212,0.05309377498307939,0.18015805787758715,0.32475757047769865,2020-01-17,2021-01-15,252,16128
2021-02-18,0.00015866763662318286,0.09196139724821367,0.05373275425293908,0.18070405407927376,0.32639820558042654,2020-01-21,2021-01-19,252,16128
2021-02-19,0.0001585658396550054,0.0918766107122208,0.05479479966511394,0.18145670384231297,0.3281281142196477,2020-01-22,2021-01-20,252,16128
2021-02-22,0.00015843996149727716,0.09173514607346797,0.05589496323996729,0.18239499958296235,0.3300251088963976,2020-01-23,2021-01-21,252,16128
2021-02-23,0.0001583222033290021,0.0918243298804641,0.056719781074993175,0.18285373716086067,0.33139784811631795,2020-01-24,2021-01-22,252,16128
2021-02-24,0.00015814803913272356,0.09195408534109031,0.05768839275380416,0.18331715514524496,0.33295963324013944,2020-01-27,2021-01-25,252,16128
2021-02-25,0.0001579245308096684,0.09199457541918765,0.05873566786496068,0.1838387004891834,0.33456894377333174,2020-01-28,2021-01-26,252,16128
